gene	siADNP1	siADNP2	siADNP3	SCR1	SCR2	SCR3
PSMD3	1815	2047	1770	1953	2349	1913
PSMD4	3525	3392	3031	3962	4586	3441
PSMD5	921	1005	889	1100	1257	965
PSMD6	1329	1490	1266	1540	1795	1472
PSMD7	1913	1971	1827	2164	2544	1995
PSMD8	1221	1343	1135	1367	1466	1223
PSMD9	477	483	460	443	576	394
PSME1	447	511	435	488	598	431
PSME2	940	960	869	1009	1164	994
PSME3	1476	1785	1428	1731	1930	1683
PSME4	1288	1673	1147	1664	1865	1598
PSMF1	1372	1431	1219	1502	1711	1303
PSMG1	441	534	417	511	500	429
PSMG2	348	371	348	408	430	409
PSMG3	266	351	344	340	407	313
PSMG4	83	104	79	113	129	98
PSORS1C1	13	20	7	23	45	22
PSORS1C2	0	0	0	0	0	0
PSORS1C3	0	0	0	0	0	0
PSPC1	676	746	648	741	805	695
PSPH	649	717	648	613	590	524
PSPN	6	6	4	6	8	8
PSRC1	247	265	254	257	311	216
PSTK	24	40	32	33	30	28
PSTPIP1	0	0	0	0	0	0
PSTPIP2	450	549	457	525	643	463
PTAFR	13	17	9	4	5	9
PTAR1	721	796	648	717	927	741
PTBP1	5995	6728	5733	6516	7359	6039
PTBP2	255	294	227	279	331	308
PTBP3	974	1116	886	780	936	791
PTCD1	1	7	3	7	5	4
PTCD2	232	237	206	282	321	260
PTCD3	1214	1459	1254	1498	1702	1434
PTCH1	86	119	96	113	130	114
PTCH2	34	34	35	62	46	50
PTCHD1	0	0	0	0	0	0
PTCHD2	10	27	17	14	31	17
PTCHD3	0	0	0	0	0	0
PTCHD4	9	10	10	9	11	9
PTCRA	0	0	0	0	0	0
PTDSS1	1440	1590	1479	1668	1740	1525
PTDSS2	143	160	125	134	144	121
PTEN	752	882	689	937	1048	885
PTENP1	2	6	5	4	4	4
PTER	592	716	579	838	920	694
PTF1A	0	0	0	0	0	0
PTGDR	0	0	0	0	0	0
PTGDR2	0	2	0	2	4	6
PTGDS	1	0	3	1	0	0
PTGER1	1	3	0	0	0	0
PTGER2	9	11	9	5	6	1
PTGER3	2	0	0	4	0	0
PTGER4	47	55	33	35	32	28
PTGES	76	109	91	74	92	65
PTGES2	490	526	440	514	597	454
PTGES3	941	1266	1003	1204	1278	1114
PTGFR	0	1	0	0	0	0
PTGFRN	1045	1253	1060	957	1098	857
PTGIR	0	0	1	1	0	0
PTGIS	0	0	0	0	0	0
PTGR1	281	310	320	323	367	295
PTGR2	116	161	110	180	147	116
PTGS1	19	27	28	21	23	20
PTGS2	18	22	22	46	34	29
PTH	0	0	0	0	0	0
PTH1R	0	0	0	0	0	0
PTH2	1	4	1	3	2	2
PTH2R	0	2	0	0	0	1
PTHLH	3	4	3	2	5	7
PTK2	1505	1826	1448	1380	1666	1362
PTK2B	78	99	86	89	136	81
PTK6	16	23	6	31	27	31
PTK7	605	754	670	517	661	488
PTMA	30315	28731	26212	30756	35176	26625
PTMS	804	877	835	726	823	718
PTN	0	0	0	2	0	0
PTOV1	600	685	607	712	824	669
PTP4A1	2234	2693	2233	2889	3414	2775
PTP4A2	2830	3335	2793	3886	4372	3555
PTP4A3	14	32	28	21	25	19
PTPDC1	132	132	123	168	188	126
PTPLA	42	66	41	72	60	82
PTPLAD1	1088	1334	1045	1260	1532	1175
PTPLAD2	0	0	0	0	0	0
PTPLB	403	527	365	408	485	390
PTPMT1	491	517	480	579	575	508
PTPN1	452	587	473	704	663	612
PTPN11	4440	5308	4183	5705	6397	5285
PTPN12	901	1049	784	841	888	826
PTPN13	744	956	705	840	965	780
PTPN14	698	834	462	760	740	742
PTPN18	284	281	212	281	350	274
PTPN2	475	546	473	555	647	537
PTPN20A	0	0	0	0	0	0
PTPN20B	0	0	0	0	0	0
PTPN21	98	94	86	117	130	91
PTPN22	0	0	0	3	1	0
PTPN23	474	490	466	471	504	431
PTPN3	739	807	725	810	920	742
PTPN4	203	234	184	236	278	230
PTPN5	0	0	0	0	0	0
PTPN6	291	328	240	259	354	265
PTPN7	4	2	2	0	0	1
PTPN9	488	584	472	439	561	429
PTPRA	694	853	776	821	961	718
PTPRB	0	1	0	0	1	0
PTPRC	3	1	3	1	4	1
PTPRCAP	3	6	6	6	5	12
PTPRD	3	2	1	1	0	1
PTPRE	245	261	219	190	237	175
PTPRF	2270	2820	2214	2131	2647	2112
PTPRG	703	738	545	610	710	606
PTPRH	87	101	65	67	122	83
PTPRJ	351	476	318	401	427	372
PTPRK	867	983	938	1060	1248	985
PTPRM	107	134	123	183	224	145
PTPRN	0	0	0	1	0	1
PTPRN2	37	34	19	36	40	33
PTPRO	5	2	0	1	1	0
PTPRQ	0	0	0	0	0	1
PTPRR	0	1	0	0	1	0
PTPRS	819	990	787	646	775	660
PTPRT	0	0	0	0	0	0
PTPRU	470	578	507	524	610	508
PTPRVP	0	2	2	3	0	1
PTPRZ1	4	7	5	10	10	5
PTRF	911	917	799	1072	1220	1000
PTRH1	50	39	32	35	42	43
PTRH2	407	474	370	450	529	429
PTRHD1	90	79	66	57	98	77
PTS	305	291	274	314	394	286
PTTG1	938	927	907	1183	1277	1117
PTTG1IP	794	858	731	826	1026	883
PTTG2	0	0	0	0	0	0
PTTG3P	0	0	1	1	0	0
PTX3	1	1	0	3	1	0
PTX4	1	1	0	1	0	0
PUF60	1466	1678	1429	1616	1763	1491
PUM1	2067	2406	2116	2535	2879	2293
PUM2	1072	1359	1041	1428	1704	1393
PURA	277	320	253	334	363	322
PURB	478	561	361	528	554	503
PURG	1	0	1	0	1	0
PUS1	177	220	177	203	187	202
PUS10	30	32	24	59	57	49
PUS3	170	194	184	233	281	235
PUS7	811	955	772	927	1034	813
PUS7L	419	404	386	511	642	516
PUSL1	90	98	79	151	155	117
PVALB	0	0	0	0	0	0
PVR	701	788	715	1006	1109	857
PVRIG	0	0	0	0	0	0
PVRL1	397	458	358	405	444	369
PVRL2	569	652	521	464	517	463
PVRL3	1677	2090	1597	2129	2596	2286
PVRL3-AS1	4	6	2	14	8	4
PVRL4	8	6	4	3	5	8
PVT1	318	335	254	354	480	391
PWP1	1036	1136	1008	1382	1657	1276
PWP2	1153	1368	1109	1203	1287	1103
PWRN1	0	0	0	0	0	0
PWRN2	0	0	0	0	0	0
PWWP2A	249	235	200	257	293	219
PWWP2B	52	65	37	55	69	31
PXDC1	55	85	52	82	74	49
PXDN	389	419	352	252	261	240
PXDNL	1	0	0	0	0	0
PXK	138	179	156	228	226	177
PXMP2	27	35	32	50	51	50
PXMP4	91	101	71	74	122	86
PXN	1685	1984	1748	1823	2157	1610
PXT1	0	0	1	1	2	3
PYCARD	0	0	0	0	0	0
PYCR1	1954	2197	1876	2158	2473	1944
PYCR2	199	235	161	227	262	227
PYCRL	74	77	78	88	144	89
PYDC1	0	0	0	0	0	0
PYDC2	0	0	0	0	0	0
PYGB	742	816	706	648	696	577
PYGL	2227	2497	2203	2568	2884	2281
PYGM	2	13	7	16	5	7
PYGO1	10	10	12	9	7	7
PYGO2	240	234	225	245	252	246
PYHIN1	0	0	0	0	0	0
PYROXD1	128	208	168	231	242	195
PYROXD2	32	25	29	23	27	21
PYY	3	0	3	1	2	1
PYY2	1	0	1	2	5	1
PZP	0	0	0	1	0	0
ProSAPiP1	48	73	35	27	52	29
QARS	1491	1749	1483	1990	2353	1919
QDPR	159	193	165	179	205	168
QKI	378	455	359	298	387	285
QPCT	0	2	0	0	0	0
QPCTL	116	152	124	92	112	96
QPRT	0	1	1	0	0	1
QRFP	0	0	0	0	0	0
QRFPR	0	0	0	0	0	0
QRICH1	1352	1431	1140	1435	1552	1261
QRICH2	74	84	63	94	80	87
QRSL1	322	410	346	464	471	372
QSER1	2166	2377	1610	2081	2404	2122
QSOX1	338	407	315	318	372	309
QSOX2	376	491	406	461	469	403
QTRT1	157	147	105	144	195	175
QTRTD1	383	462	340	423	472	388
R3HCC1	216	209	212	223	238	262
R3HDM1	1123	1275	1126	1271	1348	1091
R3HDM2	231	341	298	321	378	280
R3HDM4	155	187	144	179	210	198
R3HDML	0	0	0	0	0	0
RAB10	1993	2273	1913	2503	2893	2352
RAB11A	1940	2104	1823	2091	2369	1852
RAB11B	828	870	751	853	929	787
RAB11FIP1	711	812	680	709	807	677
RAB11FIP2	469	635	490	688	795	650
RAB11FIP3	90	112	93	91	88	83
RAB11FIP4	211	215	175	186	249	163
RAB11FIP5	234	278	191	290	282	244
RAB12	236	293	247	218	214	186
RAB13	466	480	483	534	695	530
RAB14	418	518	413	482	480	443
RAB15	88	98	87	59	67	61
RAB17	110	138	127	160	161	139
RAB18	882	957	824	1011	1183	921
RAB19	9	9	10	11	8	9
RAB1A	2135	2003	1818	2310	2662	2044
RAB1B	2073	2040	1866	2323	2718	2189
RAB20	115	113	92	86	86	67
RAB21	410	512	387	473	551	537
RAB22A	350	435	322	446	577	447
RAB23	281	323	252	297	358	290
RAB24	65	59	77	64	71	59
RAB25	310	393	338	359	442	388
RAB26	37	54	41	26	17	21
RAB27A	94	120	108	112	148	116
RAB27B	111	126	98	87	119	80
RAB28	32	73	50	64	80	58
RAB2A	494	567	504	546	645	582
RAB2B	119	143	97	143	191	110
RAB30	36	28	29	49	60	43
RAB31	301	390	320	296	420	303
RAB32	0	0	0	0	1	0
RAB33A	0	0	0	1	0	0
RAB33B	81	90	73	89	101	80
RAB34	0	2	1	2	3	3
RAB35	435	563	416	474	573	488
RAB36	65	74	56	52	61	45
RAB37	69	55	66	50	49	37
RAB38	38	58	35	44	44	56
RAB39A	0	4	3	3	1	1
RAB39B	0	0	0	0	1	1
RAB3A	139	131	129	98	103	88
RAB3B	1174	1342	1000	1151	1385	1090
RAB3C	0	0	0	0	0	0
RAB3D	240	309	245	249	298	224
RAB3GAP1	1043	1222	1044	1399	1455	1258
RAB3GAP2	578	698	566	738	846	761
RAB3IL1	169	148	147	208	217	158
RAB3IP	466	496	453	522	610	478
RAB40A	0	0	0	0	0	0
RAB40AL	0	2	0	1	1	0
RAB40B	71	99	73	100	107	98
RAB40C	43	33	29	54	52	35
RAB41	0	0	0	1	0	0
RAB42	0	0	0	0	0	0
RAB43	19	7	7	4	17	9
RAB4A	324	350	318	354	384	325
RAB4B	0	0	0	0	0	0
RAB4B-EGLN2	0	0	0	0	0	0
RAB5A	452	512	392	555	622	506
RAB5B	403	491	397	482	575	512
RAB5C	604	752	739	749	852	732
RAB6A	1204	1398	1165	1514	1660	1265
RAB6B	131	124	121	125	146	116
RAB6C	1	0	0	2	1	0
RAB7A	2843	3279	2763	3293	3950	2885
RAB7L1	195	217	190	216	251	216
RAB8A	2040	2001	1934	2261	2550	1907
RAB8B	627	654	589	755	780	587
RAB9A	147	181	146	194	249	187
RAB9B	1	1	1	0	1	1
RAB9BP1	0	0	0	0	0	0
RABAC1	174	171	165	136	168	126
RABEP1	1409	1657	1368	1759	2055	1605
RABEP2	65	69	36	43	59	49
RABEPK	388	394	292	390	483	399
RABGAP1	521	618	555	581	704	576
RABGAP1L	301	344	229	362	453	318
RABGEF1	297	334	288	343	354	282
RABGGTA	117	141	105	121	142	130
RABGGTB	1821	1552	1483	1972	2310	1668
RABIF	102	125	111	113	155	121
RABL2A	24	14	22	18	19	19
RABL2B	107	98	73	116	168	113
RABL3	324	378	288	367	433	341
RABL5	347	355	277	360	435	308
RAC1	1201	1521	1261	1515	1816	1555
RAC2	315	346	291	232	300	243
RAC3	103	139	127	76	102	91
RACGAP1	1973	2274	1947	2323	2805	2146
RACGAP1P	0	2	1	0	0	0
RAD1	280	310	248	300	342	293
RAD17	320	415	289	452	526	457
RAD18	624	684	547	765	839	707
RAD21	3928	4943	4056	4971	5730	4534
RAD21-AS1	3	1	4	4	5	3
RAD21L1	1	2	2	3	0	2
RAD23A	668	757	686	669	890	639
RAD23B	5705	6559	5612	7479	8467	6316
RAD50	923	1141	841	1067	1220	999
RAD51	188	194	180	220	251	185
RAD51AP1	479	481	431	537	651	528
RAD51AP2	1	0	1	3	3	0
RAD51B	82	112	61	123	96	93
RAD51C	924	944	785	1090	1177	962
RAD51D	73	92	84	124	121	99
RAD51L3-RFFL	0	0	0	1	0	0
RAD52	248	311	269	355	356	336
RAD54B	389	506	356	502	540	495
RAD54L	448	472	390	479	484	436
RAD54L2	304	321	226	277	258	262
RAD9A	107	130	97	124	153	139
RAD9B	0	2	3	2	2	4
RADIL	37	38	26	35	22	21
RAE1	644	725	636	707	815	601
RAET1E	27	34	30	35	31	34
RAET1G	1	2	2	4	9	3
RAET1K	39	34	20	18	28	21
RAET1L	5	8	5	5	9	7
RAF1	522	653	477	631	827	652
RAG1	12	13	2	19	21	18
RAG2	0	0	0	0	0	0
RAI1	508	621	473	467	585	439
RAI14	1038	1181	959	1152	1400	1115
RAI2	0	0	0	0	0	1
RALA	315	463	372	517	527	460
RALB	467	504	435	510	542	468
RALBP1	545	677	595	764	795	649
RALGAPA1	369	454	312	518	608	527
RALGAPA2	344	423	329	414	479	341
RALGAPB	792	966	824	1062	1324	1053
RALGDS	215	233	204	203	196	226
RALGPS1	77	102	78	74	91	69
RALGPS2	444	541	400	403	531	379
RALY	745	815	679	875	999	843
RALYL	0	0	0	2	2	2
RAMP1	42	30	34	35	42	22
RAMP2	0	0	0	0	0	0
RAMP3	0	0	0	0	0	0
RAN	6230	6410	5426	6815	7769	6355
RANBP1	2169	2235	1986	2354	2757	2266
RANBP10	443	484	422	489	585	428
RANBP17	148	152	121	157	173	168
RANBP2	3318	3960	2977	4174	4826	4063
RANBP3	353	451	385	517	539	511
RANBP3L	0	2	0	0	0	0
RANBP6	308	318	304	541	586	468
RANBP9	683	762	632	872	874	721
RANGAP1	1308	1343	1051	1468	1590	1354
RANGRF	115	148	125	123	143	130
RAP1A	420	472	375	454	617	469
RAP1B	476	567	485	607	669	512
RAP1GAP	184	180	156	129	179	123
RAP1GAP2	766	866	735	1086	1170	921
RAP1GDS1	471	583	459	453	567	465
RAP2A	583	705	576	747	804	639
RAP2B	410	560	445	407	514	435
RAP2C	283	348	258	411	439	370
RAPGEF1	681	811	612	775	809	669
RAPGEF2	435	478	360	532	631	503
RAPGEF3	4	7	6	4	7	0
RAPGEF4	3	6	3	2	3	1
RAPGEF5	267	371	294	383	442	358
RAPGEF6	616	701	614	703	829	722
RAPGEFL1	68	66	56	60	68	69
RAPH1	328	376	287	342	370	339
RAPSN	1	2	1	1	2	4
RARA	308	330	232	334	320	283
RARB	0	0	0	0	0	0
RARG	295	319	316	257	324	296
RARRES1	0	0	0	0	0	0
RARRES2	0	0	0	0	0	1
RARRES3	0	0	0	0	0	0
RARS	2045	2448	2058	2732	3070	2713
RARS2	354	391	354	468	578	436
RASA1	392	422	336	438	490	432
RASA2	221	228	149	297	352	240
RASA3	216	264	208	266	294	232
RASA4	22	19	22	9	14	15
RASA4P	1	0	0	2	1	1
RASAL1	71	91	74	64	68	72
RASAL2	386	425	315	462	536	428
RASAL3	0	0	0	0	0	0
RASD1	1	0	0	0	0	0
RASD2	29	23	29	21	19	16
RASEF	5	3	1	0	2	1
RASGEF1A	205	209	214	204	205	194
RASGEF1B	1	1	1	0	5	0
RASGEF1C	9	10	9	8	5	3
RASGRF1	1	4	4	3	5	1
RASGRF2	4	2	0	1	4	4
RASGRP1	40	64	44	50	43	57
RASGRP2	44	47	37	34	33	20
RASGRP3	5	4	11	9	3	5
RASGRP4	0	0	0	1	2	0
RASIP1	4	2	11	4	6	5
RASL10A	6	8	1	3	1	3
RASL10B	0	2	0	2	0	1
RASL11A	26	45	30	31	27	31
RASL11B	2	1	0	3	4	3
RASL12	0	0	0	0	0	0
RASSF1	94	93	101	114	122	125
RASSF10	0	0	0	0	0	0
RASSF2	222	283	222	158	178	140
RASSF3	783	931	802	776	868	776
RASSF4	28	19	15	18	17	15
RASSF5	62	78	72	50	82	73
RASSF6	31	58	32	48	52	60
RASSF7	58	53	49	55	71	64
RASSF8	101	181	115	137	153	169
RASSF9	0	0	0	0	1	0
RAVER1	757	827	652	615	715	598
RAVER2	694	708	619	753	842	754
RAX	0	0	0	0	0	0
RAX2	0	0	0	0	0	0
RB1	812	1102	859	1361	1540	1162
RB1CC1	611	734	575	761	914	763
RBAK	674	780	610	838	929	790
RBAK-LOC389458	0	0	0	0	0	0
RBBP4	1585	1869	1469	1797	1932	1724
RBBP5	409	569	403	490	587	521
RBBP6	1371	1489	1290	1690	1847	1643
RBBP7	902	1049	858	1159	1433	1038
RBBP8	1128	1410	1159	1635	1827	1428
RBBP9	120	158	153	169	197	153
RBCK1	392	405	338	402	445	342
RBFA	255	287	237	265	294	300
RBFOX1	0	0	0	0	0	0
RBFOX2	1077	1298	986	1648	1796	1470
RBFOX3	0	0	0	1	0	0
RBKS	4	5	3	12	12	7
RBL1	258	314	267	315	366	313
RBL2	308	378	322	399	453	373
RBM10	760	890	772	831	973	795
RBM11	0	0	0	0	0	0
RBM12	1591	1784	1400	1907	2107	1745
RBM12B	887	1125	858	1093	1138	1025
RBM14	434	431	316	475	536	473
RBM14-RBM4	0	0	0	0	0	0
RBM15	712	785	656	785	922	692
RBM15B	495	611	450	519	549	452
RBM17	1014	1060	885	1022	1098	893
RBM18	537	576	492	672	785	669
RBM19	616	660	555	694	694	638
RBM20	99	129	85	93	93	79
RBM22	642	719	582	735	846	667
RBM23	596	637	544	658	820	596
RBM24	71	90	91	79	77	70
RBM25	1117	1334	1112	1460	1567	1361
RBM26	605	729	652	714	864	786
RBM26-AS1	30	39	24	53	46	48
RBM27	1136	1366	1130	1397	1482	1252
RBM28	925	1091	934	1139	1302	1005
RBM3	832	922	823	1172	1260	956
RBM33	817	857	718	858	868	775
RBM34	478	563	470	682	697	584
RBM38	236	277	240	254	281	236
RBM39	2022	2106	1861	2243	2585	2011
RBM4	367	435	330	422	494	386
RBM41	309	319	234	277	354	256
RBM42	441	506	396	605	681	530
RBM43	30	25	30	37	66	35
RBM44	7	6	9	8	11	11
RBM45	156	151	133	200	209	157
RBM46	7	8	2	2	8	2
RBM47	237	258	213	284	335	254
RBM48	80	109	70	105	106	107
RBM4B	129	149	117	149	176	152
RBM5	758	979	790	989	1064	896
RBM6	1004	1104	933	1276	1418	1079
RBM7	304	286	254	302	346	336
RBM8A	920	919	832	1076	1091	798
RBMS1	114	133	121	147	174	160
RBMS2	358	361	315	430	526	354
RBMS3	0	2	1	1	2	0
RBMX	2532	2965	2673	3427	3719	2965
RBMX2	182	173	167	232	233	208
RBMXL1	94	120	101	130	153	114
RBMXL2	1	1	1	0	0	0
RBMXL3	0	0	0	0	0	0
RBMY1A1	0	0	0	0	0	0
RBMY1A3P	0	0	0	0	0	0
RBMY1B	0	0	0	0	0	0
RBMY1D	0	0	0	0	0	0
RBMY1E	0	0	0	0	0	0
RBMY1F	0	0	0	0	0	0
RBMY1J	0	0	0	0	0	0
RBMY2EP	0	0	0	0	0	0
RBMY2FP	0	0	0	0	0	0
RBMY3AP	0	0	0	0	0	0
RBP1	887	805	760	601	755	564
RBP2	0	0	0	0	0	0
RBP3	0	0	0	0	0	0
RBP4	0	0	0	0	0	0
RBP5	0	2	0	0	0	0
RBP7	673	566	534	627	722	518
RBPJ	1175	1467	1198	1323	1617	1259
RBPJL	4	1	1	0	0	0
RBPMS	59	67	58	46	52	54
RBPMS2	78	99	107	85	101	71
RBX1	563	573	499	614	661	581
RC3H1	557	691	523	685	773	758
RC3H2	974	1104	876	976	1174	938
RCAN1	114	152	135	179	171	128
RCAN2	2	8	3	3	8	7
RCAN3	147	189	130	127	180	128
RCAN3AS	0	0	0	1	0	0
RCBTB1	434	594	498	540	572	495
RCBTB2	11	19	21	31	28	22
RCC1	1268	1516	1239	1320	1441	1171
RCC2	2030	2326	2018	2295	2372	1967
RCCD1	85	85	72	75	112	67
RCE1	110	102	72	85	119	94
RCHY1	308	330	285	380	368	364
RCL1	327	377	308	424	401	352
RCN1	1475	1659	1535	1431	1572	1246
RCN2	892	1159	907	1017	1112	921
RCN3	2	0	0	0	0	0
RCOR1	461	590	430	544	660	538
RCOR2	42	37	37	27	29	31
RCOR3	215	290	199	273	320	264
RCSD1	0	0	0	1	0	0
RCVRN	0	0	0	0	0	0
RD3	0	1	1	0	1	0
RDBP	334	330	261	373	419	331
RDH10	220	249	223	344	367	293
RDH11	1076	1189	1103	1057	1177	996
RDH12	5	9	3	6	9	0
RDH13	171	168	143	218	275	189
RDH14	5	4	6	13	14	6
RDH16	2	1	1	0	2	1
RDH5	1	1	0	3	2	2
RDH8	0	0	0	0	0	0
RDM1	22	24	43	33	28	29
RDX	1888	2240	1763	2114	2760	1998
REC8	9	6	7	6	13	11
RECK	55	44	57	28	69	35
RECQL	454	494	461	551	676	495
RECQL4	1311	1530	1181	1584	1760	1426
RECQL5	170	203	162	201	243	207
REEP1	79	103	88	122	151	114
REEP2	14	22	15	4	13	8
REEP3	343	374	356	456	559	444
REEP4	263	254	226	248	265	216
REEP5	755	941	822	1051	1153	916
REEP6	332	351	302	216	253	192
REG1A	0	0	0	0	0	0
REG1B	0	0	0	0	0	0
REG1P	0	0	0	0	0	0
REG3A	0	0	0	0	0	0
REG3G	0	0	0	0	0	0
REG4	0	0	0	3	0	3
REL	120	107	88	136	166	112
RELA	580	625	604	726	814	655
RELB	33	38	24	45	44	40
RELL1	512	585	530	505	589	396
RELL2	44	56	50	43	49	45
RELN	0	0	1	0	0	0
RELT	74	110	67	86	93	93
REM1	0	0	0	0	0	0
REM2	1	3	6	3	5	2
REN	0	1	4	1	2	0
RENBP	0	1	2	0	0	0
REP15	1	6	3	9	3	4
REPIN1	251	226	223	243	309	224
REPS1	458	651	501	657	726	608
REPS2	33	43	32	41	51	51
RER1	436	509	417	455	606	432
RERE	462	565	448	484	553	445
REREP3	0	0	0	0	0	0
RERG	1	0	0	1	0	0
RERGL	0	0	0	0	0	0
RESP18	0	0	0	0	0	0
REST	999	1241	888	1117	1379	1130
RET	51	57	50	55	36	44
RETN	0	0	0	0	0	0
RETNLB	0	0	0	0	0	0
RETSAT	230	278	216	285	344	299
REV1	346	412	340	450	518	482
REV3L	668	738	554	984	1255	1014
REXO1	219	296	192	298	364	288
REXO1L1	0	0	1	0	1	2
REXO1L2P	0	0	0	0	0	0
REXO2	394	463	393	439	438	428
REXO4	243	293	247	301	349	250
RFC1	1515	1683	1520	1878	2065	1761
RFC2	891	890	788	894	1016	848
RFC3	686	863	729	866	902	781
RFC4	657	730	628	868	878	688
RFC5	3093	3061	2838	3538	4281	2979
RFESD	22	30	13	34	34	29
RFFL	80	102	71	76	155	114
RFK	315	385	326	385	432	375
RFNG	116	116	125	153	178	140
RFPL1	0	0	0	0	0	0
RFPL1-AS1	0	1	1	0	1	0
RFPL2	2	4	2	2	2	3
RFPL3	0	0	0	0	1	0
RFPL3-AS1	0	0	0	0	3	2
RFPL4A	0	1	0	0	0	0
RFPL4B	0	0	0	0	0	0
RFT1	231	257	223	338	310	253
RFTN1	49	43	31	35	47	41
RFTN2	0	0	0	0	0	0
RFWD2	205	249	237	288	316	234
RFWD3	1339	1494	1382	1712	1791	1670
RFX1	100	92	108	116	109	87
RFX2	130	153	122	90	117	83
RFX3	87	127	105	140	136	109
RFX4	0	0	0	0	2	0
RFX5	311	368	318	341	492	398
RFX6	0	1	0	0	0	0
RFX7	753	801	626	772	867	756
RFX8	0	0	0	0	0	0
RFXANK	278	281	281	282	340	247
RFXAP	45	35	30	60	33	33
RG9MTD1	904	1031	892	1312	1434	1229
RG9MTD2	218	240	209	265	286	268
RG9MTD3	62	51	45	49	51	43
RGAG1	0	7	2	1	2	1
RGAG4	66	65	45	41	53	39
RGL1	62	78	58	77	73	73
RGL2	209	251	227	222	260	214
RGL3	271	285	225	244	311	227
RGL4	0	0	0	0	0	0
RGMA	54	49	36	65	78	52
RGMB	186	231	158	219	231	199
RGN	0	0	0	3	0	0
RGNEF	137	167	128	166	190	145
RGP1	273	253	227	297	374	277
RGPD1	0	1	0	0	0	0
RGPD2	0	0	0	0	0	0
RGPD3	2	1	2	3	3	1
RGPD4	7	6	2	6	13	7
RGPD5	0	0	0	0	0	0
RGPD6	0	0	0	0	0	0
RGPD8	0	0	1	0	1	0
RGR	0	0	0	0	0	0
RGS1	0	0	0	0	0	0
RGS10	386	405	327	347	382	298
RGS11	0	0	0	0	1	0
RGS12	144	161	124	131	136	126
RGS13	0	0	0	0	0	0
RGS14	56	84	65	52	67	58
RGS16	32	63	49	70	72	56
RGS17	62	57	36	49	42	26
RGS18	0	0	0	0	1	0
RGS19	120	124	113	136	148	129
RGS2	161	155	167	203	221	188
RGS20	26	23	28	41	35	46
RGS21	0	0	0	0	0	0
RGS22	0	0	0	1	0	4
RGS3	252	303	232	274	278	252
RGS4	7	6	3	4	3	2
RGS5	90	89	62	108	134	117
RGS6	13	19	19	19	22	14
RGS7	0	0	0	0	0	0
RGS7BP	0	0	0	0	0	0
RGS8	0	0	0	0	0	0
RGS9	20	36	29	27	26	30
RGS9BP	0	5	11	11	13	7
RGSL1	0	0	0	0	0	0
RHAG	2	2	3	4	1	1
RHBDD1	504	595	553	540	619	451
RHBDD2	191	229	238	279	330	276
RHBDD3	74	90	79	76	106	85
RHBDF1	37	47	39	54	49	49
RHBDF2	233	275	205	271	262	216
RHBDL1	19	23	27	24	37	30
RHBDL2	1	0	0	0	0	0
RHBDL3	35	41	33	30	34	29
RHBG	44	35	37	31	49	34
RHCE	0	0	2	3	0	4
RHCG	0	0	0	0	0	0
RHD	0	0	0	0	1	0
RHEB	467	655	539	600	710	574
RHEBL1	4	10	5	4	7	3
RHO	0	0	0	0	0	0
RHOA	6162	6676	5967	7928	8962	6820
RHOB	422	533	451	659	867	621
RHOBTB1	20	23	27	35	29	39
RHOBTB2	114	131	106	89	86	80
RHOBTB3	1262	1525	1218	1347	1460	1240
RHOC	603	605	582	710	799	705
RHOD	271	243	239	292	360	259
RHOF	659	659	629	768	879	634
RHOG	120	151	133	164	174	142
RHOH	2	0	3	1	1	0
RHOJ	0	0	0	0	0	0
RHOQ	380	466	360	368	435	337
RHOT1	554	646	583	585	706	555
RHOT2	222	283	248	285	319	253
RHOU	83	105	92	101	114	99
RHOV	31	25	42	34	35	28
RHOXF1	1	0	0	0	0	0
RHOXF2	0	0	0	0	0	0
RHOXF2B	0	0	0	0	0	0
RHPN1	207	203	163	180	214	170
RHPN2	447	508	475	360	412	366
RIBC1	12	13	5	10	17	7
RIBC2	26	20	34	47	35	35
RIC3	0	0	0	0	0	0
RIC8A	427	448	402	475	519	383
RIC8B	186	215	172	218	259	200
RICTOR	527	679	540	682	808	713
RIF1	1800	2184	1556	2122	2503	2119
RIIAD1	1	5	0	2	0	1
RILP	42	50	33	47	34	32
RILPL1	98	101	74	112	99	95
RILPL2	124	119	111	120	139	103
RIMBP2	0	0	0	0	0	0
RIMBP3	2	5	2	1	2	0
RIMBP3B	0	0	0	0	0	0
RIMBP3C	0	0	0	0	0	0
RIMKLA	77	118	76	104	143	117
RIMKLB	0	0	2	1	4	3
RIMS1	1	3	0	0	0	1
RIMS2	6	5	6	7	3	3
RIMS3	117	131	117	100	114	108
RIMS4	0	0	1	1	0	0
RIN1	231	261	202	235	229	195
RIN2	25	11	15	26	30	20
RIN3	212	159	146	147	167	148
RING1	228	279	245	214	289	212
RINL	111	120	121	126	128	107
RINT1	616	656	557	845	864	751
RIOK1	589	598	566	664	738	580
RIOK2	338	405	396	490	500	426
RIOK3	327	416	371	578	660	495
RIPK1	222	270	232	341	304	337
RIPK2	416	502	447	485	562	495
RIPK3	0	0	0	0	0	0
RIPK4	78	108	73	101	113	99
RIPPLY1	1	3	1	0	0	2
RIPPLY2	0	0	0	0	0	0
RIT1	66	93	68	111	104	70
RIT2	0	1	0	0	0	0
RLBP1	0	0	0	0	0	0
RLF	911	1106	865	1078	1213	1035
RLIM	1064	1357	1090	1224	1389	1149
